6-9: precision(11), sample frequency(100)
-131 1 -1 -1
-131 1 -1 -1
-131 1 -1 -1
-131 1 -1 -1
-131 1 -1 -1
-131 1 -1 -1
-131 1 -1 -1
-131 1 -1 -1
-131 1 -1 -1
-131 1 -1 -1
-131 1 -1 -1
-131 1 -1 -1
-131 1 -1 -1
-10 1 -1 0
-11 0 -1 0
-11 0 -1 0
-11 0 -1 0
-11 0 -1 0
-11 0 -1 0
-11 0 -1 0
-11 0 -1 0
-11 0 -1 0
-11 0 -1 0
110 0 -1 1
111 1 -1 1
111 1 -1 1
111 1 -1 1
111 1 -1 1
111 1 -1 1
111 1 -1 1
122 1 0 1
122 1 0 1
122 1 0 1
122 1 0 1
122 1 0 1
122 1 0 1
122 1 0 1
121 0 0 1
121 0 0 1
132 0 1 1
253 0 1 2
254 1 1 2
254 1 1 2
254 1 1 2
254 1 1 2
254 1 1 2
254 1 1 2
133 1 1 1
133 1 1 1
254 1 1 2
254 1 1 2
253 0 1 2
254 1 1 2
254 1 1 2
254 1 1 2
254 1 1 2
254 1 1 2
254 1 1 2
254 1 1 2
254 1 1 2
254 1 1 2
254 1 1 2
254 1 1 2
133 1 1 1
254 1 1 2
253 0 1 2
253 0 1 2
253 0 1 2
253 0 1 2
254 1 1 2
254 1 1 2
254 1 1 2
254 1 1 2
254 1 1 2
254 1 1 2
254 1 1 2
254 1 1 2
254 1 1 2
253 0 1 2
253 0 1 2
253 0 1 2
253 0 1 2
253 0 1 2
253 0 1 2
253 0 1 2
