7-7: precision(11), sample frequency(100)
252 -1 1 2
252 -1 1 2
252 -1 1 2
252 -1 1 2
251 -2 1 2
251 -2 1 2
251 -2 1 2
251 -2 1 2
251 -2 1 2
251 -2 1 2
251 -2 1 2
251 -2 1 2
251 -2 1 2
251 -2 1 2
251 -2 1 2
251 -2 1 2
251 -2 1 2
251 -2 1 2
251 -2 1 2
251 -2 1 2
251 -2 1 2
251 -2 1 2
251 -2 1 2
251 -2 1 2
251 -2 1 2
251 -2 1 2
251 -2 1 2
251 -2 1 2
251 -2 1 2
130 -2 1 1
130 -2 1 1
130 -2 1 1
130 -2 1 1
130 -2 1 1
130 -2 1 1
131 -1 1 1
131 -1 1 1
131 -1 1 1
131 -1 1 1
131 -1 1 1
10 -1 1 0
-111 -1 1 -1
-111 -1 1 -1
-111 -1 1 -1
-111 -1 1 -1
-111 -1 1 -1
-111 -1 1 -1
-111 -1 1 -1
-111 -1 1 -1
-110 0 1 -1
-110 0 1 -1
-109 1 1 -1
-109 1 1 -1
-109 1 1 -1
-109 1 1 -1
-109 1 1 -1
-109 1 1 -1
-109 1 1 -1
-109 1 1 -1
-109 1 1 -1
-109 1 1 -1
-109 1 1 -1
23 1 2 0
144 1 2 1
144 1 2 1
144 1 2 1
144 1 2 1
144 1 2 1
265 1 2 2
265 1 2 2
265 1 2 2
265 1 2 2
386 1 2 3
386 1 2 3
386 1 2 3
386 1 2 3
386 1 2 3
386 1 2 3
386 1 2 3
385 0 2 3
384 -1 2 3
384 -1 2 3
373 -1 1 3
373 -1 1 3
373 -1 1 3
372 -2 1 3
372 -2 1 3
372 -2 1 3
372 -2 1 3
372 -2 1 3
371 -3 1 3
371 -3 1 3
371 -3 1 3
371 -3 1 3
371 -3 1 3
250 -3 1 2
250 -3 1 2
250 -3 1 2
251 -2 1 2
251 -2 1 2
251 -2 1 2
130 -2 1 1
130 -2 1 1
130 -2 1 1
130 -2 1 1
131 -1 1 1
131 -1 1 1
131 -1 1 1
131 -1 1 1
