7-8: precision(11), sample frequency(100)
254 1 1 2
254 1 1 2
254 1 1 2
254 1 1 2
254 1 1 2
254 1 1 2
254 1 1 2
254 1 1 2
254 1 1 2
254 1 1 2
254 1 1 2
254 1 1 2
254 1 1 2
254 1 1 2
253 0 1 2
253 0 1 2
253 0 1 2
253 0 1 2
253 0 1 2
252 -1 1 2
252 -1 1 2
252 -1 1 2
372 -2 1 3
372 -2 1 3
372 -2 1 3
372 -2 1 3
251 -2 1 2
251 -2 1 2
250 -3 1 2
250 -3 1 2
250 -3 1 2
250 -3 1 2
250 -3 1 2
250 -3 1 2
261 -3 2 2
261 -3 2 2
141 -2 2 1
141 -2 2 1
141 -2 2 1
141 -2 2 1
141 -2 2 1
141 -2 2 1
141 -2 2 1
141 -2 2 1
141 -2 2 1
141 -2 2 1
130 -2 1 1
130 -2 1 1
130 -2 1 1
21 -1 2 0
21 -1 2 0
-100 -1 2 -1
-111 -1 1 -1
-111 -1 1 -1
-111 -1 1 -1
-111 -1 1 -1
-111 -1 1 -1
-110 0 1 -1
-110 0 1 -1
-109 1 1 -1
-109 1 1 -1
-109 1 1 -1
-109 1 1 -1
-109 1 1 -1
-109 1 1 -1
-109 1 1 -1
-109 1 1 -1
-109 1 1 -1
-109 1 1 -1
-109 1 1 -1
-109 1 1 -1
-109 1 1 -1
144 1 2 1
144 1 2 1
144 1 2 1
144 1 2 1
265 1 2 2
265 1 2 2
265 1 2 2
386 1 2 3
386 1 2 3
386 1 2 3
386 1 2 3
507 1 2 4
507 1 2 4
507 1 2 4
507 1 2 4
496 1 1 4
495 0 1 4
494 -1 1 4
494 -1 1 4
373 -1 1 3
373 -1 1 3
372 -2 1 3
372 -2 1 3
372 -2 1 3
372 -2 1 3
372 -2 1 3
371 -3 1 3
371 -3 1 3
371 -3 1 3
250 -3 1 2
250 -3 1 2
251 -2 1 2
251 -2 1 2
251 -2 1 2
251 -2 1 2
251 -2 1 2
130 -2 1 1
