3-5: precision(11), sample frequency(100)
132 0 1 1
132 0 1 1
132 0 1 1
132 0 1 1
132 0 1 1
132 0 1 1
132 0 1 1
132 0 1 1
132 0 1 1
132 0 1 1
132 0 1 1
132 0 1 1
132 0 1 1
132 0 1 1
132 0 1 1
121 0 0 1
121 0 0 1
121 0 0 1
121 0 0 1
120 -1 0 1
120 -1 0 1
120 -1 0 1
109 -1 -1 1
109 -1 -1 1
230 -1 -1 2
230 -1 -1 2
230 -1 -1 2
230 -1 -1 2
230 -1 -1 2
230 -1 -1 2
230 -1 -1 2
230 -1 -1 2
230 -1 -1 2
241 -1 0 2
241 -1 0 2
229 -2 -1 2
229 -2 -1 2
229 -2 -1 2
240 -2 0 2
240 -2 0 2
241 -1 0 2
252 -1 1 2
131 -1 1 1
132 0 1 1
133 1 1 1
265 1 2 2
265 1 2 2
266 2 2 2
266 2 2 2
266 2 2 2
266 2 2 2
255 2 1 2
255 2 1 2
255 2 1 2
255 2 1 2
133 1 1 1
133 1 1 1
133 1 1 1
133 1 1 1
122 1 0 1
