5-1: precision(11), sample frequency(100)
497 2 1 4
497 2 1 4
497 2 1 4
508 2 2 4
508 2 2 4
508 2 2 4
508 2 2 4
386 1 2 3
386 1 2 3
386 1 2 3
386 1 2 3
386 1 2 3
386 1 2 3
276 1 3 2
154 0 3 1
21 -1 2 0
-100 -1 2 -1
-100 -1 2 -1
-110 0 1 -1
-111 -1 1 -1
-111 -1 1 -1
-232 -1 1 -2
-232 -1 1 -2
-232 -1 1 -2
-243 -1 0 -2
-254 -1 -1 -2
-254 -1 -1 -2
-133 -1 -1 -1
-133 -1 -1 -1
-133 -1 -1 -1
-133 -1 -1 -1
-133 -1 -1 -1
-133 -1 -1 -1
-133 -1 -1 -1
-132 0 -1 -1
-132 0 -1 -1
-132 0 -1 -1
-11 0 -1 0
-11 0 -1 0
-11 0 -1 0
110 0 -1 1
-12 -1 -1 0
-12 -1 -1 0
-132 0 -1 -1
-132 0 -1 -1
-132 0 -1 -1
-132 0 -1 -1
-133 -1 -1 -1
-133 -1 -1 -1
