6-5: precision(11), sample frequency(100)
-87 1 3 -1
-87 1 3 -1
-87 1 3 -1
-87 1 3 -1
-87 1 3 -1
155 1 3 1
155 1 3 1
155 1 3 1
155 1 3 1
155 1 3 1
155 1 3 1
155 1 3 1
155 1 3 1
155 1 3 1
275 0 3 2
274 -1 3 2
274 -1 3 2
395 -1 3 3
395 -1 3 3
395 -1 3 3
395 -1 3 3
395 -1 3 3
396 0 3 3
385 0 2 3
385 0 2 3
264 0 2 2
263 -1 2 2
263 -1 2 2
142 -1 2 1
142 -1 2 1
142 -1 2 1
142 -1 2 1
131 -1 1 1
131 -1 1 1
131 -1 1 1
131 -1 1 1
131 -1 1 1
142 -1 2 1
142 -1 2 1
131 -1 1 1
142 -1 2 1
131 -1 1 1
131 -1 1 1
131 -1 1 1
132 0 1 1
132 0 1 1
143 0 2 1
142 -1 2 1
142 -1 2 1
142 -1 2 1
142 -1 2 1
143 0 2 1
132 0 1 1
143 0 2 1
132 0 1 1
144 1 2 1
