5-10: precision(11), sample frequency(100)
496 1 1 4
496 1 1 4
496 1 1 4
496 1 1 4
496 1 1 4
496 1 1 4
496 1 1 4
496 1 1 4
496 1 1 4
496 1 1 4
496 1 1 4
496 1 1 4
507 1 2 4
507 1 2 4
386 1 2 3
386 1 2 3
397 1 3 3
276 1 3 2
155 1 3 1
-89 -1 3 -1
-100 -1 2 -1
-100 -1 2 -1
-99 0 2 -1
-111 -1 1 -1
-111 -1 1 -1
-111 -1 1 -1
-232 -1 1 -2
-243 -1 0 -2
-254 -1 -1 -2
-254 -1 -1 -2
-133 -1 -1 -1
-133 -1 -1 -1
-133 -1 -1 -1
-133 -1 -1 -1
-133 -1 -1 -1
-133 -1 -1 -1
-133 -1 -1 -1
-132 0 -1 -1
-132 0 -1 -1
-132 0 -1 -1
-132 0 -1 -1
-11 0 -1 0
110 0 -1 1
-10 1 -1 0
-10 1 -1 0
-10 1 -1 0
-10 1 -1 0
-11 0 -1 0
110 0 -1 1
110 0 -1 1
110 0 -1 1
110 0 -1 1
