5-5: precision(11), sample frequency(100)
507 1 2 4
507 1 2 4
507 1 2 4
507 1 2 4
507 1 2 4
507 1 2 4
386 1 2 3
386 1 2 3
386 1 2 3
386 1 2 3
386 1 2 3
386 1 2 3
386 1 2 3
265 1 2 2
144 1 2 1
144 1 2 1
143 0 2 1
142 -1 2 1
-100 -1 2 -1
-111 -1 1 -1
-111 -1 1 -1
-111 -1 1 -1
-111 -1 1 -1
-111 -1 1 -1
-122 -1 0 -1
-243 -1 0 -2
-254 -1 -1 -2
-254 -1 -1 -2
-254 -1 -1 -2
-133 -1 -1 -1
-133 -1 -1 -1
-133 -1 -1 -1
-133 -1 -1 -1
-133 -1 -1 -1
-132 0 -1 -1
-132 0 -1 -1
-132 0 -1 -1
-132 0 -1 -1
-132 0 -1 -1
-132 0 -1 -1
-132 0 -1 -1
-132 0 -1 -1
-132 0 -1 -1
-11 0 -1 0
109 -1 -1 1
109 -1 -1 1
109 -1 -1 1
-12 -1 -1 0
-132 0 -1 -1
-132 0 -1 -1
-132 0 -1 -1
