6-4: precision(11), sample frequency(100)
-221 -1 2 -2
-221 -1 2 -2
-221 -1 2 -2
-221 -1 2 -2
-221 -1 2 -2
-221 -1 2 -2
-221 -1 2 -2
-221 -1 2 -2
-221 -1 2 -2
-88 0 3 -1
-88 0 3 -1
-88 0 3 -1
-88 0 3 -1
-87 1 3 -1
-87 1 3 -1
-87 1 3 -1
-87 1 3 -1
155 1 3 1
397 1 3 3
518 1 3 4
518 1 3 4
396 0 3 3
395 -1 3 3
395 -1 3 3
395 -1 3 3
518 1 3 4
507 1 2 4
386 1 2 3
386 1 2 3
265 1 2 2
143 0 2 1
143 0 2 1
143 0 2 1
132 0 1 1
132 0 1 1
253 0 1 2
131 -1 1 1
131 -1 1 1
131 -1 1 1
131 -1 1 1
131 -1 1 1
131 -1 1 1
131 -1 1 1
131 -1 1 1
132 0 1 1
132 0 1 1
132 0 1 1
133 1 1 1
133 1 1 1
143 0 2 1
143 0 2 1
143 0 2 1
143 0 2 1
143 0 2 1
