3-3: precision(11), sample frequency(100)
230 -1 -1 2
230 -1 -1 2
230 -1 -1 2
230 -1 -1 2
230 -1 -1 2
230 -1 -1 2
230 -1 -1 2
230 -1 -1 2
230 -1 -1 2
230 -1 -1 2
230 -1 -1 2
230 -1 -1 2
230 -1 -1 2
230 -1 -1 2
230 -1 -1 2
230 -1 -1 2
230 -1 -1 2
230 -1 -1 2
230 -1 -1 2
230 -1 -1 2
230 -1 -1 2
231 0 -1 2
231 0 -1 2
122 1 0 1
122 1 0 1
133 1 1 1
133 1 1 1
133 1 1 1
133 1 1 1
133 1 1 1
134 2 1 1
134 2 1 1
134 2 1 1
134 2 1 1
134 2 1 1
134 2 1 1
134 2 1 1
134 2 1 1
134 2 1 1
123 2 0 1
123 2 0 1
122 1 0 1
111 1 -1 1
111 1 -1 1
111 1 -1 1
111 1 -1 1
111 1 -1 1
111 1 -1 1
111 1 -1 1
111 1 -1 1
111 1 -1 1
111 1 -1 1
111 1 -1 1
111 1 -1 1
111 1 -1 1
111 1 -1 1
