4-3: precision(11), sample frequency(100)
122 1 0 1
122 1 0 1
122 1 0 1
122 1 0 1
122 1 0 1
122 1 0 1
122 1 0 1
122 1 0 1
122 1 0 1
122 1 0 1
122 1 0 1
122 1 0 1
133 1 1 1
133 1 1 1
133 1 1 1
133 1 1 1
133 1 1 1
133 1 1 1
122 1 0 1
122 1 0 1
122 1 0 1
122 1 0 1
122 1 0 1
122 1 0 1
122 1 0 1
122 1 0 1
122 1 0 1
122 1 0 1
122 1 0 1
122 1 0 1
122 1 0 1
122 1 0 1
133 1 1 1
133 1 1 1
134 2 1 1
134 2 1 1
134 2 1 1
134 2 1 1
133 1 1 1
133 1 1 1
133 1 1 1
133 1 1 1
133 1 1 1
133 1 1 1
133 1 1 1
133 1 1 1
133 1 1 1
133 1 1 1
133 1 1 1
133 1 1 1
133 1 1 1
133 1 1 1
133 1 1 1
133 1 1 1
132 0 1 1
252 -1 1 2
252 -1 1 2
252 -1 1 2
252 -1 1 2
252 -1 1 2
252 -1 1 2
252 -1 1 2
252 -1 1 2
252 -1 1 2
241 -1 0 2
240 -2 0 2
240 -2 0 2
241 -1 0 2
241 -1 0 2
241 -1 0 2
241 -1 0 2
241 -1 0 2
241 -1 0 2
241 -1 0 2
230 -1 -1 2
120 -1 0 1
120 -1 0 1
120 -1 0 1
120 -1 0 1
120 -1 0 1
109 -1 -1 1
109 -1 -1 1
109 -1 -1 1
109 -1 -1 1
109 -1 -1 1
109 -1 -1 1
109 -1 -1 1
109 -1 -1 1
109 -1 -1 1
109 -1 -1 1
