6-5: precision(11), sample frequency(100)
-131 1 -1 -1
-131 1 -1 -1
-131 1 -1 -1
-131 1 -1 -1
-131 1 -1 -1
-131 1 -1 -1
-131 1 -1 -1
-131 1 -1 -1
-131 1 -1 -1
-131 1 -1 -1
-131 1 -1 -1
-131 1 -1 -1
-131 1 -1 -1
-131 1 -1 -1
-131 1 -1 -1
-131 1 -1 -1
-131 1 -1 -1
-131 1 -1 -1
-131 1 -1 -1
-131 1 -1 -1
-131 1 -1 -1
-131 1 -1 -1
-131 1 -1 -1
-131 1 -1 -1
-131 1 -1 -1
-131 1 -1 -1
-132 0 -1 -1
-132 0 -1 -1
-132 0 -1 -1
-132 0 -1 -1
-132 0 -1 -1
-132 0 -1 -1
-121 0 0 -1
11 0 1 0
132 0 1 1
132 0 1 1
132 0 1 1
132 0 1 1
132 0 1 1
133 1 1 1
133 1 1 1
133 1 1 1
132 0 1 1
132 0 1 1
132 0 1 1
132 0 1 1
132 0 1 1
253 0 1 2
253 0 1 2
253 0 1 2
252 -1 1 2
252 -1 1 2
252 -1 1 2
252 -1 1 2
252 -1 1 2
252 -1 1 2
252 -1 1 2
252 -1 1 2
373 -1 1 3
252 -1 1 2
252 -1 1 2
471 -2 -1 4
581 -2 -2 5
472 -1 -1 4
120 -1 0 1
-254 -1 -1 -2
-252 1 -1 -2
133 1 1 1
254 1 1 2
254 1 1 2
242 0 0 2
241 -1 0 2
230 -1 -1 2
230 -1 -1 2
108 -2 -1 1
109 -1 -1 1
120 -1 0 1
131 -1 1 1
131 -1 1 1
131 -1 1 1
132 0 1 1
