1-10: precision(11), sample frequency(100)
109 -1 -1 1
120 -1 0 1
120 -1 0 1
120 -1 0 1
120 -1 0 1
120 -1 0 1
120 -1 0 1
120 -1 0 1
120 -1 0 1
120 -1 0 1
120 -1 0 1
120 -1 0 1
120 -1 0 1
120 -1 0 1
120 -1 0 1
131 -1 1 1
131 -1 1 1
131 -1 1 1
131 -1 1 1
131 -1 1 1
131 -1 1 1
131 -1 1 1
131 -1 1 1
131 -1 1 1
131 -1 1 1
131 -1 1 1
131 -1 1 1
131 -1 1 1
120 -1 0 1
120 -1 0 1
120 -1 0 1
241 -1 0 2
241 -1 0 2
241 -1 0 2
241 -1 0 2
241 -1 0 2
242 0 0 2
242 0 0 2
242 0 0 2
242 0 0 2
242 0 0 2
241 -1 0 2
241 -1 0 2
241 -1 0 2
241 -1 0 2
241 -1 0 2
120 -1 0 1
120 -1 0 1
120 -1 0 1
120 -1 0 1
132 0 1 1
132 0 1 1
132 0 1 1
132 0 1 1
133 1 1 1
133 1 1 1
133 1 1 1
133 1 1 1
133 1 1 1
132 0 1 1
132 0 1 1
131 -1 1 1
131 -1 1 1
131 -1 1 1
131 -1 1 1
131 -1 1 1
131 -1 1 1
131 -1 1 1
131 -1 1 1
131 -1 1 1
252 -1 1 2
252 -1 1 2
252 -1 1 2
251 -2 1 2
251 -2 1 2
251 -2 1 2
251 -2 1 2
251 -2 1 2
131 -1 1 1
131 -1 1 1
131 -1 1 1
131 -1 1 1
131 -1 1 1
252 -1 1 2
252 -1 1 2
252 -1 1 2
131 -1 1 1
131 -1 1 1
131 -1 1 1
131 -1 1 1
131 -1 1 1
131 -1 1 1
